datestamp,country_code,marketing_channel,user_visits
2014-11-11,us,Search Engine Ads,10916
2014-11-11,us,Search Engine Results,26258
2014-11-11,us,Travel Search Site,24
2014-11-12,de,Display Ads,2144
2014-11-12,de,KAYAK Deals Email,20
2014-11-12,de,Search Engine Ads,2884
2014-11-12,de,Search Engine Results,1946
2014-11-12,es,Display Ads,779
2014-11-12,es,KAYAK Deals Email,44
2014-11-12,es,Search Engine Ads,3123
2014-11-12,es,Search Engine Results,2354
2014-11-12,fr,Display Ads,580
2014-11-12,fr,KAYAK Deals Email,10
2014-11-12,fr,Search Engine Ads,1990
2014-11-12,fr,Search Engine Results,1582
2014-11-12,gb,Display Ads,712
2014-11-12,gb,KAYAK Deals Email,30
2014-11-12,gb,Search Engine Ads,506
2014-11-12,gb,Search Engine Results,1212
2014-11-12,gb,Travel Search Site,1586
2014-11-12,it,Display Ads,393
2014-11-12,it,KAYAK Deals Email,10
2014-11-12,it,Search Engine Ads,1269
2014-11-12,it,Search Engine Results,1022
2014-11-12,us,Display Ads,36588
2014-11-12,us,KAYAK Deals Email,941
2014-11-12,us,Search Engine Ads,9733
2014-11-12,us,Search Engine Results,25841
2014-11-12,us,Travel Search Site,13
2014-11-13,de,Display Ads,2008
2014-11-13,de,KAYAK Deals Email,30
2014-11-13,de,Search Engine Ads,2838
2014-11-13,de,Search Engine Results,1773
2014-11-13,es,Display Ads,764
2014-11-13,es,KAYAK Deals Email,30
2014-11-13,es,Search Engine Ads,2765
2014-11-13,es,Search Engine Results,2178
2014-11-13,fr,Display Ads,582
2014-11-13,fr,KAYAK Deals Email,30
2014-11-13,fr,Search Engine Ads,1899
2014-11-13,fr,Search Engine Results,1463
2014-11-13,gb,Display Ads,646
2014-11-13,gb,KAYAK Deals Email,27
2014-11-13,gb,Search Engine Ads,475
2014-11-13,gb,Search Engine Results,1095
2014-11-13,gb,Travel Search Site,1614
2014-11-13,it,Display Ads,351
2014-11-13,it,KAYAK Deals Email,27
2014-11-13,it,Search Engine Ads,1259
2014-11-13,it,Search Engine Results,969
2014-11-13,it,Travel Search Site,2
2014-11-13,us,Display Ads,35175
2014-11-13,us,KAYAK Deals Email,2471
2014-11-13,us,Search Engine Ads,10752
2014-11-13,us,Search Engine Results,24337
2014-11-13,us,Travel Search Site,5
2014-11-14,de,Display Ads,1747
2014-11-14,de,KAYAK Deals Email,23
2014-11-14,de,Search Engine Ads,1950
2014-11-14,de,Search Engine Results,1507
2014-11-14,es,Display Ads,629
2014-11-14,es,KAYAK Deals Email,13
2014-11-14,es,Search Engine Ads,2460
2014-11-14,es,Search Engine Results,1917
2014-11-14,fr,Display Ads,486
2014-11-14,fr,KAYAK Deals Email,27
2014-11-14,fr,Search Engine Ads,1785
2014-11-14,fr,Search Engine Results,1292
2014-11-14,gb,Display Ads,554
2014-11-14,gb,KAYAK Deals Email,20
2014-11-14,gb,Search Engine Ads,369
2014-11-14,gb,Search Engine Results,880
2014-11-14,gb,Travel Search Site,1683
2014-11-14,it,Display Ads,285
2014-11-14,it,KAYAK Deals Email,3
2014-11-14,it,Search Engine Ads,1053
2014-11-14,it,Search Engine Results,905
2014-11-14,us,Display Ads,31679
2014-11-14,us,KAYAK Deals Email,3189
2014-11-14,us,Search Engine Ads,10467
2014-11-14,us,Search Engine Results,21673
2014-11-14,us,Travel Search Site,22
2014-11-15,de,Display Ads,1609
2014-11-15,de,KAYAK Deals Email,44
2014-11-15,de,Search Engine Ads,1964
2014-11-15,de,Search Engine Results,1304
2014-11-15,es,Display Ads,485
2014-11-15,es,KAYAK Deals Email,27
2014-11-15,es,Search Engine Ads,1660
2014-11-15,es,Search Engine Results,1377
2014-11-15,fr,Display Ads,475
2014-11-15,fr,KAYAK Deals Email,20
2014-11-15,fr,Search Engine Ads,1690
2014-11-15,fr,Search Engine Results,1301
2014-11-15,gb,Display Ads,455
2014-11-15,gb,KAYAK Deals Email,23
2014-11-15,gb,Search Engine Ads,320
2014-11-15,gb,Search Engine Results,836
2014-11-15,gb,Travel Search Site,1592
2014-11-15,it,Display Ads,281
2014-11-15,it,KAYAK Deals Email,23
2014-11-15,it,Search Engine Ads,922
2014-11-15,it,Search Engine Results,764
2014-11-15,us,Display Ads,22311
2014-11-15,us,KAYAK Deals Email,1819
2014-11-15,us,Search Engine Ads,8049
2014-11-15,us,Search Engine Results,17075
2014-11-15,us,Travel Search Site,13
2014-11-16,de,Display Ads,2503
2014-11-16,de,KAYAK Deals Email,27
2014-11-16,de,Search Engine Ads,3244
2014-11-16,de,Search Engine Results,2466
2014-11-16,es,Display Ads,708
2014-11-16,es,KAYAK Deals Email,3
2014-11-16,es,Search Engine Ads,2769
2014-11-16,es,Search Engine Results,2513
2014-11-16,fr,Display Ads,608
2014-11-16,fr,KAYAK Deals Email,44
2014-11-16,fr,Search Engine Ads,1978
2014-11-16,fr,Search Engine Results,1760
2014-11-16,gb,Display Ads,554
2014-11-16,gb,KAYAK Deals Email,27
2014-11-16,gb,Search Engine Ads,401
2014-11-16,gb,Search Engine Results,1073
2014-11-16,gb,Travel Search Site,1707
2014-11-16,it,Display Ads,331
2014-11-16,it,KAYAK Deals Email,6
2014-11-16,it,Search Engine Ads,1356
2014-11-16,it,Search Engine Results,1081
2014-11-16,us,Display Ads,27411
2014-11-16,us,KAYAK Deals Email,1292
2014-11-16,us,Search Engine Ads,10483
2014-11-16,us,Search Engine Results,21166
2014-11-16,us,Travel Search Site,11
2014-11-17,de,Display Ads,2410
2014-11-17,de,KAYAK Deals Email,98
2014-11-17,de,Search Engine Ads,2994
2014-11-17,de,Search Engine Results,2398
2014-11-17,es,Display Ads,872
2014-11-17,es,KAYAK Deals Email,27
2014-11-17,es,Search Engine Ads,3416
2014-11-17,es,Search Engine Results,2796
2014-11-17,fr,Display Ads,602
2014-11-17,fr,KAYAK Deals Email,20
2014-11-17,fr,Search Engine Ads,2136
2014-11-17,fr,Search Engine Results,1798
2014-11-17,gb,Display Ads,688
2014-11-17,gb,KAYAK Deals Email,17
2014-11-17,gb,Search Engine Ads,545
2014-11-17,gb,Search Engine Results,1304
2014-11-17,gb,Travel Search Site,2112
2014-11-17,it,Display Ads,408
2014-11-17,it,KAYAK Deals Email,27
2014-11-17,it,Search Engine Ads,1652
2014-11-17,it,Search Engine Results,1397
2014-11-17,us,Display Ads,35990
2014-11-17,us,KAYAK Deals Email,1234
2014-11-17,us,Search Engine Ads,13276
2014-11-17,us,Search Engine Results,25914
2014-11-17,us,Travel Search Site,19
2014-11-18,de,Display Ads,2342
2014-11-18,de,KAYAK Deals Email,23
2014-11-18,de,Search Engine Ads,3063
2014-11-18,de,Search Engine Results,2378
2014-11-18,es,Display Ads,891
2014-11-18,es,KAYAK Deals Email,13
2014-11-18,es,Search Engine Ads,3282
2014-11-18,es,Search Engine Results,2695
2014-11-18,fr,Display Ads,578
2014-11-18,fr,KAYAK Deals Email,23
2014-11-18,fr,Search Engine Ads,2050
2014-11-18,fr,Search Engine Results,1576
2014-11-18,gb,Display Ads,706
2014-11-18,gb,KAYAK Deals Email,20
2014-11-18,gb,Search Engine Ads,477
2014-11-18,gb,Search Engine Results,1198
2014-11-18,gb,Travel Search Site,1991
2014-11-18,it,Display Ads,393
2014-11-18,it,KAYAK Deals Email,20
2014-11-18,it,Search Engine Ads,1414
2014-11-18,it,Search Engine Results,1279
2014-11-18,us,Display Ads,34891
2014-11-18,us,KAYAK Deals Email,1241
2014-11-18,us,Search Engine Ads,11955
2014-11-18,us,Search Engine Results,24754
2014-11-18,us,Travel Search Site,8
2014-11-19,de,Display Ads,2164
2014-11-19,de,KAYAK Deals Email,6
2014-11-19,de,Search Engine Ads,2808
2014-11-19,de,Search Engine Results,2114
2014-11-19,es,Display Ads,842
2014-11-19,es,KAYAK Deals Email,23
2014-11-19,es,Search Engine Ads,3372
2014-11-19,es,Search Engine Results,2476
2014-11-19,fr,Display Ads,572
2014-11-19,fr,KAYAK Deals Email,10
2014-11-19,fr,Search Engine Ads,2028
2014-11-19,fr,Search Engine Results,1573
2014-11-19,gb,Display Ads,628
2014-11-19,gb,KAYAK Deals Email,20
2014-11-19,gb,Search Engine Ads,466
2014-11-19,gb,Search Engine Results,1071
2014-11-19,gb,Travel Search Site,2139
2014-11-19,it,Display Ads,397
2014-11-19,it,KAYAK Deals Email,34
2014-11-19,it,Search Engine Ads,1543
2014-11-19,it,Search Engine Results,1262
2014-11-19,us,Display Ads,34293
2014-11-19,us,KAYAK Deals Email,2791
2014-11-19,us,Search Engine Ads,10954
2014-11-19,us,Search Engine Results,23740
2014-11-19,us,Travel Search Site,16
2014-11-20,de,Display Ads,1996
2014-11-20,de,KAYAK Deals Email,17
2014-11-20,de,Search Engine Ads,2757
2014-11-20,de,Search Engine Results,1816
2014-11-20,es,Display Ads,828
2014-11-20,es,KAYAK Deals Email,37
2014-11-20,es,Search Engine Ads,3525
2014-11-20,es,Search Engine Results,2213
2014-11-20,fr,Display Ads,511
2014-11-20,fr,KAYAK Deals Email,6
2014-11-20,fr,Search Engine Ads,1904
2014-11-20,fr,Search Engine Results,1235
2014-11-20,gb,Display Ads,598
2014-11-20,gb,KAYAK Deals Email,6
2014-11-20,gb,Search Engine Ads,432
2014-11-20,gb,Search Engine Results,1053
2014-11-20,gb,Travel Search Site,1707
2014-11-20,it,Display Ads,367
2014-11-20,it,KAYAK Deals Email,6
2014-11-20,it,Search Engine Ads,1572
2014-11-20,it,Search Engine Results,1167
2014-11-20,us,Display Ads,31828
2014-11-20,us,KAYAK Deals Email,3933
2014-11-20,us,Search Engine Ads,10223
2014-11-20,us,Search Engine Results,21967
2014-11-20,us,Travel Search Site,16
2014-11-21,de,Display Ads,1702
2014-11-21,de,KAYAK Deals Email,20
2014-11-21,de,Search Engine Ads,2402
2014-11-21,de,Search Engine Results,1509
2014-11-21,es,Display Ads,668
2014-11-21,es,KAYAK Deals Email,30
2014-11-21,es,Search Engine Ads,3133
2014-11-21,es,Search Engine Results,1859
2014-11-21,fr,Display Ads,432
2014-11-21,fr,KAYAK Deals Email,17
2014-11-21,fr,Search Engine Ads,1821
2014-11-21,fr,Search Engine Results,1223
2014-11-21,gb,Display Ads,509
2014-11-21,gb,KAYAK Deals Email,17
2014-11-21,gb,Search Engine Ads,369
2014-11-21,gb,Search Engine Results,981
2014-11-21,gb,Travel Search Site,1573
2014-11-21,it,Display Ads,322
2014-11-21,it,KAYAK Deals Email,23
2014-11-21,it,Search Engine Ads,1253
2014-11-21,it,Search Engine Results,949
2014-11-21,us,Display Ads,28037
2014-11-21,us,KAYAK Deals Email,1458
2014-11-21,us,Search Engine Ads,9348
2014-11-21,us,Search Engine Results,19500
2014-11-21,us,Travel Search Site,19
2014-11-22,de,Display Ads,1516
2014-11-22,de,KAYAK Deals Email,6
2014-11-22,de,Search Engine Ads,1934
2014-11-22,de,Search Engine Results,1237
2014-11-22,es,Display Ads,554
2014-11-22,es,KAYAK Deals Email,10
2014-11-22,es,Search Engine Ads,2309
2014-11-22,es,Search Engine Results,1464
2014-11-22,fr,Display Ads,413
2014-11-22,fr,KAYAK Deals Email,27
2014-11-22,fr,Search Engine Ads,1663
2014-11-22,fr,Search Engine Results,1104
2014-11-22,gb,Display Ads,439
2014-11-22,gb,KAYAK Deals Email,13
2014-11-22,gb,Search Engine Ads,282
2014-11-22,gb,Search Engine Results,766
2014-11-22,gb,Travel Search Site,1443
2014-11-22,it,Display Ads,254
2014-11-22,it,KAYAK Deals Email,10
2014-11-22,it,Search Engine Ads,991
2014-11-22,it,Search Engine Results,855
2014-11-22,us,Display Ads,23002
2014-11-22,us,KAYAK Deals Email,992
2014-11-22,us,Search Engine Ads,8486
2014-11-22,us,Search Engine Results,16013
2014-11-22,us,Travel Search Site,24
2014-11-23,de,Display Ads,2339
2014-11-23,de,KAYAK Deals Email,40
2014-11-23,de,Search Engine Ads,2983
2014-11-23,de,Search Engine Results,2340
2014-11-23,es,Display Ads,825
2014-11-23,es,KAYAK Deals Email,17
2014-11-23,es,Search Engine Ads,3778
2014-11-23,es,Search Engine Results,2481
2014-11-23,fr,Display Ads,536
2014-11-23,fr,KAYAK Deals Email,44
2014-11-23,fr,Search Engine Ads,1904
2014-11-23,fr,Search Engine Results,1701
2014-11-23,gb,Display Ads,541
2014-11-23,gb,KAYAK Deals Email,23
2014-11-23,gb,Search Engine Ads,321
2014-11-23,gb,Search Engine Results,1000
2014-11-23,gb,Travel Search Site,1625
2014-11-23,it,Display Ads,365
2014-11-23,it,KAYAK Deals Email,17
2014-11-23,it,Search Engine Ads,1614
2014-11-23,it,Search Engine Results,1018
2014-11-23,us,Display Ads,24818
2014-11-23,us,KAYAK Deals Email,965
2014-11-23,us,Search Engine Ads,8455
2014-11-23,us,Search Engine Results,18354
2014-11-23,us,Travel Search Site,5
2014-11-24,de,Display Ads,2322
2014-11-24,de,KAYAK Deals Email,61
2014-11-24,de,Search Engine Ads,2918
2014-11-24,de,Search Engine Results,2350
2014-11-24,es,Display Ads,921
2014-11-24,es,KAYAK Deals Email,13
2014-11-24,es,Search Engine Ads,4926
2014-11-24,es,Search Engine Results,2758
2014-11-24,fr,Display Ads,586
2014-11-24,fr,KAYAK Deals Email,30
2014-11-24,fr,Search Engine Ads,2105
2014-11-24,fr,Search Engine Results,1625
2014-11-24,gb,Display Ads,688
2014-11-24,gb,KAYAK Deals Email,13
2014-11-24,gb,Search Engine Ads,400
2014-11-24,gb,Search Engine Results,1164
2014-11-24,gb,Travel Search Site,1595
2014-11-24,it,Display Ads,363
2014-11-24,it,KAYAK Deals Email,17
2014-11-24,it,Search Engine Ads,1986
2014-11-24,it,Search Engine Results,1223
2014-11-24,us,Display Ads,30946
2014-11-24,us,KAYAK Deals Email,1016
2014-11-24,us,Search Engine Ads,8605
2014-11-24,us,Search Engine Results,22274
2014-11-24,us,Travel Search Site,13
2014-11-25,de,Display Ads,2150
2014-11-25,de,KAYAK Deals Email,44
2014-11-25,de,Search Engine Ads,2647
2014-11-25,de,Search Engine Results,2276
2014-11-25,es,Display Ads,858
2014-11-25,es,KAYAK Deals Email,20
2014-11-25,es,Search Engine Ads,4489
2014-11-25,es,Search Engine Results,2869
2014-11-25,fr,Display Ads,524
2014-11-25,fr,KAYAK Deals Email,37
2014-11-25,fr,Search Engine Ads,1966
2014-11-25,fr,Search Engine Results,1425
2014-11-25,gb,Display Ads,673
2014-11-25,gb,KAYAK Deals Email,17
2014-11-25,gb,Search Engine Ads,338
2014-11-25,gb,Search Engine Results,1087
2014-11-25,gb,Travel Search Site,1894
2014-11-25,it,Display Ads,392
2014-11-25,it,KAYAK Deals Email,20
2014-11-25,it,Search Engine Ads,1699
2014-11-25,it,Search Engine Results,1062
2014-11-25,us,Display Ads,31088
2014-11-25,us,KAYAK Deals Email,897
2014-11-25,us,Search Engine Ads,7326
2014-11-25,us,Search Engine Results,19779
2014-11-25,us,Travel Search Site,13
2014-11-26,de,Display Ads,2026
2014-11-26,de,KAYAK Deals Email,6
2014-11-26,de,Search Engine Ads,2522
2014-11-26,de,Search Engine Results,1893
2014-11-26,es,Display Ads,808
2014-11-26,es,KAYAK Deals Email,20
2014-11-26,es,Search Engine Ads,4411
2014-11-26,es,Search Engine Results,2489
2014-11-26,fr,Display Ads,526
2014-11-26,fr,KAYAK Deals Email,6
2014-11-26,fr,Search Engine Ads,1902
2014-11-26,fr,Search Engine Results,1354
2014-11-26,gb,Display Ads,601
2014-11-26,gb,KAYAK Deals Email,13
2014-11-26,gb,Search Engine Ads,783
2014-11-26,gb,Search Engine Results,1055
2014-11-26,gb,Travel Search Site,1718
2014-11-26,it,Display Ads,326
2014-11-26,it,KAYAK Deals Email,17
2014-11-26,it,Search Engine Ads,1498
2014-11-26,it,Search Engine Results,1001
2014-11-26,us,Display Ads,27806
2014-11-26,us,KAYAK Deals Email,887
2014-11-26,us,Search Engine Ads,7721
2014-11-26,us,Search Engine Results,16802
2014-11-26,us,Travel Search Site,11
2014-11-27,de,Display Ads,1760
2014-11-27,de,KAYAK Deals Email,10
2014-11-27,de,Search Engine Ads,2288
2014-11-27,de,Search Engine Results,1580
2014-11-27,es,Display Ads,772
2014-11-27,es,KAYAK Deals Email,23
